,f1s,accuracy,p_word_list,n_word_list
21,0.8586141869140477,0.865,"['pelargonium_odoratissimum nutmeg_geranium apple_geranium', 'shoeless barefooted barefoot', 'slap_on slam_on clap_on', 'ishmael', ""mirabilis_multiflora maravilla desert_four_o'clock colorado_four_o'clock"", 'tamil', 'synthetic_thinking synthesis', 'socioeconomic', 'demille cecil_blount_demille cecil_b._demille', 'set laid']","['frederick_delius delius', 'porter cole_porter cole_albert_porter', 'sixtus_iv francesco_della_rovere', 'bassoon', 'entozoic entozoan endozoic', 'urbanization urbanisation', 'snick notch nick', 'islamic_calendar_month', 'superclass_myriapoda', 'dissenting_opinion']"
22,0.354307654151933,0.443,"['undo', 'slow_up slow_down slow slacken slack', 'politburo', 'bentonitic', 'discography', 'touchiness tetchiness testiness', 'measurably', 'cup_hook', 'tailback', 'ninetieth 90th']","['intervene', 'next_of_kin', 'psychoanalytical psychoanalytic', 'free_phagocyte', 'bank_examiner', 'swamp_fly_honeysuckle', 'severance_agreement', 'robert_r._livingston livingston', 'ram_home press_home drive_home', 'upsala uppsala']"
23,0.9002231985003882,0.9032,"['ramification leg branch', 'bangor', 'croquet', 'souffle', 'false_asphodel', 'milord', 'disclaim', 'economic_commission_for_asia_and_the_far_east', 'vote', 'chicken_stock chicken_broth']","['throw_pillow', 'east', 'zea genus_zea', 'unalarming', 'sheikhdom sheikdom', 'wolfe tom_wolfe thomas_wolfe thomas_kennerly_wolfe_jr.', 'micropogonias genus_micropogonias', 'scrimmage_line line_of_scrimmage', 'face-off', 'side']"
24,0.33411048730735343,0.4822,"['thematic_vowel stem_vowel', 'harvest-lice agrimonia_eupatoria', 'water_milfoil', 'scrimshanker', 'drainage_system', 'order_carnivora carnivora', 'hand_tool', 'inventory armoury armory', 'nit', 'dandelion blowball']","['nemea', 'conquistador', 'cape_breton_island', 'mazatlan', 'augite', 'curd', 'umbrella', 'pyrrhic', 'standardizer standardiser', 'third_stomach psalterium omasum']"
25,0.19369291927860088,0.22080000000000002,"['stretching', 'typewrite type', 'petteria_ramentacea dalmatian_laburnum cytisus_ramentaceus', 'acne_vulgaris', 'unthawed', 'factor_analytical factor_analytic', 'verger', 'quarterdeck', 'reassemble', 'sodomize sodomise bugger']","['hydrolize hydrolise', 'wagner otto_wagner', 'stick', 'secret secluded privy', 'ridge', 'geological_phenomenon', 'indo-european indo-aryan aryan', 'galvanism', 'ram_down hammer_in drill_in beat_in', 'new_guinea']"
26,0.8649248439257584,0.8688,"['rainbow_trout', 'waste_pipe drainpipe drain', 'grampus_griseus grampus', 'unawares', 'lignosae', 'courtyard court#', 'retrospective', 'norwich_terrier', 'hand_cheese', 'abomination']","['alexandrite', 'anchorage_ground anchorage', 'ummah umma muslim_ummah islamic_ummah islam_nation', 'biotite', 'genus_anemia anemia', 'regard gaze', 'internal_revenue', 'invaginate', 'space', 'sabbath']"
27,0.32642726467539196,0.3774,"['take_up', 'intellectualization intellectualisation', 'light_hour', 'scale_moss leafy_liverwort', 'alaskan', 'sylviidae family_sylviidae', 'race', 'scuff', 'communicable_disease', 'green_mamba']","['visa', 'mediant', 'donnian donnean', 'taskent tashkent capital_of_uzbek', 'thrill', 'genus_encelia encelia', 'scholastic pedant bookworm', 'total_aphasia global_aphasia', 'hyalospongiae class_hyalospongiae', 'edge']"
28,0.1521765847852537,0.1704,"['reciprocate', 'genus_rhea', 'lighterage', 'doctor_of_musical_arts amusd', 'lurch', 'split-half_correlation chance-half_correlation', 'dry_masonry', 'world domain', 'ductus_arteriosus', 'alkahestic']","['triple', 'vascular_strand vascular_bundle fibrovascular_bundle', 'wroclaw breslau', 'mycenae', 'verdigris', 'fracture', 'military_quarters', 'mellivora genus_mellivora', 'sporophore', 'double_date']"
29,0.10089392999283928,0.1032,"['utn umma_tameer-e-nau', 'amygdalin', 'philological', 'red_poll', 'genus_litchi', 'orchid_cactus epiphyllum', 'minute_gun', 'swamp_white_oak swamp_oak quercus_bicolor', 'hernando_cortez hernando_cortes hernan_cortez hernan_cortes cortez cortes', 'siemens ernst_werner_von_siemens']","['goalpost', 'felled_seam fell', 'metical', 'may_day may_1 first_of_may', 'softening', 'kirk', 'fortuneteller fortune_teller', 'tissue_plasminogen_activator activase', 'shaw george_bernard_shaw g._b._shaw', 'glutinousness glutinosity gelatinousness']"
30,0.3675495960690132,0.37520000000000003,"['motherhood maternity', 'costa_rican', 'vestibular_sense sense_of_equilibrium sense_of_balance labyrinthine_sense equilibrium', 'diffuseness', 'internal_maxillary_artery', 'bottle-green', 'sweeping', 'palatably', 'bibliolatry bible-worship', 'topically locally']","['common_amsinckia amsinckia_intermedia', 'run_down', 'angiology', 'production', 'alembic', 'withers', 'lakeland lake_district', 'tv_monitor television_monitor', 'minus_sign', 'coral_sea battle_of_the_coral_sea']"
31,0.3839778994028804,0.49660000000000004,"['dual_carriageway divided_highway', 'thiodiphenylamine phenothiazine', 'red_gram pigeon_pea pigeon-pea_plant dhal dahl catjang_pea cajanus_cajan cajan_pea', 'eye', 'sinningia genus_sinningia', 'wing_tip', 'gentle_breeze', 'bering_time bering_standard_time', 'railing rail', 'local_authority']","['perpendicular', 'tar_pit', 'bone-headed_dinosaur', 'in_extremis', 'aroid araceous', 'wild_geranium spotted_cranesbill geranium_maculatum', 'illinoisan', 'deprecation', 'walker', 'milk']"
32,0.9073696967456949,0.91,"['field-test', 'matchweed matchbush', 'ammino', 'megalonychidae family_megalonychidae', 'tassel_hyacinth muscari_comosum', 'xylose wood_sugar', 'lepisosteidae family_lepisosteidae', 'oyster_park oyster_bed oyster_bank', 'john_cabot giovanni_cabato cabot', 'anzac']","['sao_francisco', 'fishing', 'mechanical_energy', 'nung', 'mother_jones mary_harris_jones jones', 'agrippina_the_younger agrippina', 'prize_winner lottery_winner', 'alphabet_soup', 'numerically', 'vitrification']"
33,0.4336131811022868,0.5284,"['golfcart golf_cart', 'tool puppet creature', 'squamata order_squamata', 'ohio_state_university', 'mesoderm mesoblast', 'mallet beetle', 'alsatian', 'reptilian reptile', 'epidendrum_venosum encyclia_venosa butterfly_orchis butterfly_orchid', 'rock_purslane']","['sphenopsida equisetatae class_sphenopsida class_equisetatae', 'librium libritabs chlordiazepoxide', 'convent', 'loos adolf_loos', 'mrs._gandhi indira_nehru_gandhi indira_gandhi gandhi', 'arteria_temporalis_anterior anterior_temporal_artery', 'bali', 'underpin', 'slower', 'alpha-naphthol']"
34,0.1095406591880235,0.1182,"['coydog', 'parquetry parqueterie', 'scurvily meanly basely', 'pillar column', 'saddle', 'usance', 'yorktown siege_of_yorktown', 'precast', 'charge', 'bar']","['augitic', 'melkite melchite', 'link connexion connection', 'blunt', 'echinoderm_family', 'genus_desmodium desmodium', 'human_face face', 'vesicle cyst', 'wish_list', 'marking marker mark']"
35,0.3812932114021249,0.49760000000000004,"['melosa madia_sativa madia_oil_plant chile_tarweed', 'understructure substructure groundwork fundament foundation foot base', 'sky-blue cerulean bright_blue azure', 'weed smoke skunk sess sens pot mary_jane locoweed green_goddess grass gage dope', 'muntingia genus_muntingia', 'tunica_albuginea_testes', 'hometown', 'genus_furnarius furnarius', 'autobiography', 'mithraist']","['vaginal_birth childbirth childbearing accouchement', 'thermochemistry', 'listener hearer auditor attender', 'lake_poets', 'gold', 'perpetually incessantly forever constantly always', 'sitta_canadensis red-breasted_nuthatch', 'green_bay', 'parametric_quantity parameter', 'usher doorkeeper']"
36,0.09080869762730899,0.0936,"['grassroots', 'distract deflect', 'genus_cheilanthes cheilanthes', 'halftime', 'melba_toast', 'anaphor', 'transaminate', 'snap', 'sublimaze fentanyl', 'norm']","['give#', 'combination', 'high-voltage high-potential', 'unfailingly', 'saraband', 'scuba aqualung aqua-lung', 'scale', 'plectranthus_amboinicus country_borage coleus_aromaticus coleus_amboinicus', 'scald', 'transcriber']"
37,0.8639326569634699,0.8696,"['rocket', 'bosom', 'drip_coffee', 'kafiri', 'subedit copyread copyedit', 'technically', 'pretty_much', 'cosecant cosec', 'kneeler', 'offset']","['sweetbrier sweetbriar rosa_eglanteria eglantine brier briar', 'flower_chain', 'libertarianism', 'netting', 'tansy-leaved_rocket sisymbrium_tanacetifolia hugueninia_tanacetifolia', 'away', 'scaled', ""poitrine_d'agneau breast_of_lamb"", 'cyanobacteria blue-green_algae', 'reverberatory_furnace']"
38,0.44977620536367324,0.4612,"['yarn-dye impress', 'snickersnee knife_fight cut-and-thrust', 'moisturize moisturise humidify', 'family_cymatiidae cymatiidae', 'tempo pace', 'lampropeltis genus_lampropeltis', 'portmanteau_word portmanteau blend', 'splicer', 'subsidiary_company subsidiary', 'united_states_president president_of_the_united_states president chief_executive']","['paranthias_furcifer creole-fish', 'hampton_roads', 'touch-me-not shame_plant sensitive_plant mimosa_pudica live-and-die humble_plant action_plant', 'araguaya_river araguaya araguaia_river araguaia', 'shortgrass short-grass', 'astronautical astronautic', 'socotra_begonia begonia_socotrana', 'order_mysidacea mysidacea', 'internode', 'floodlit floodlighted']"
39,0.4400515722724337,0.5466,"['clairvoyant', ""weaver's_broom spartium_junceum spanish_broom"", 'winter_crookneck_squash', 'sterope asterope', 'rice-grain_fritillary mission_bells fritillaria_mutica fritillaria_lanceolata fritillaria_affinis', 'tennis_racquet tennis_racket', 'field_brome bromus_arvensis', 'tragelaphus_angasi nyala', 'peach_ice_cream', 'american']","['columbine aquilegia aquilege', 'stall', 'macowanites_americanus', 'conjunct', 'carbon_cycle', 'wrestle', 'relative_clause', 'scriabin aleksandr_scriabin aleksandr_nikolayevich_scriabin', 'william_styron styron', 'soprano']"
40,0.33518680641436643,0.5038,"['last-minute', 'marinara', 'philistine', 'sphyrnidae family_sphyrnidae', 'tribulus genus_tribulus', 'sharpy sharpie sharper cardsharper cardsharp card_sharper card_sharp card_shark', 'string_out spread_out', 'ambience ambiance', 'batna', 'arawakan arawak']","['thermometrograph thermograph', 'bone_ash', 'sir_joseph_paxton paxton joseph_paxton', 'fibrinolysis', 'tension', 'superficies', 'exchange', 'manifold', 'minister diplomatic_minister', 'peremptory']"
41,0.22425410488218453,0.2298,"['coldwork cold_work', 'shell', 'lubavitcher', 'pursued chased', 'thickening inspissation', 'reit real_estate_investment_trust', 'bronco_busting', 'tree_celandine bocconia_frutescens bocconia', 'edgar_douglas_adrian baron_adrian adrian', 'miro joan_miro']","['closed_loop closed-loop_system', 'cervical', 'home_game', 'jackson', 'granddaughter', 'strong_interaction strong_force color_force', 'feeder_line', 'bring_in', 'crematory crematorium', 'ringgold_wilmer_lardner ring_lardner lardner']"
42,0.8183719128779994,0.8260000000000001,"['hemlock', 'menstrual catamenial', 'sedan saloon', 'retarding_force drag', 'latrodectus_mactans black_widow', 'flower_cluster', 'blue', 'prolepsis', 'audio', 'sauvignon_blanc']","['completing complementary complemental', 'middle_class bourgeoisie', 'scorched-earth_policy', 'stuart', 'layer', 'campaign_hat', 'three-piece_suit', 'closed_couplet', 'suit', 'frictional']"
43,0.21355103498816477,0.2746,"['dkm dekametre dekameter decametre decameter dam', 'strung-out hooked drug-addicted dependent dependant', 'ivy_leaguer', 'zola emile_zola', 'pump-and-dump_scheme', 'quits', 'full-dress dress', 'flower_arrangement floral_arrangement', 'newport_news', 'puttyroot aplectrum_hyemale adam-and-eve']","['oreo_cookie oreo', 'buttress', 'irvingia genus_irvingia', 'tarry linger', 'william_james_durant will_durant durant', 'rack_railway cog_railway', 'genus_argyroxiphium argyroxiphium', 'reccy recco recce', 'fireguard firebreak', 'minstrel']"
44,0.4197877625885618,0.4968,"['gin_sling', ""rose_campion mullein_pink lychnis_coronaria gardener's_delight dusty_miller"", 'descant', 'sicilian', 'cash_out', 'credit_line by-line', 'rosin', 'chomping', 'hamstring', 'thickly']","['trimester', 'ping', 'clotting_time', 'lessor lease_giver', 'omelette_pan omelet_pan', 'press# iron_out iron', 'sida genus_sida', 'worldly_concern world earthly_concern earth', 'beatnik beat', 'genus_spadella']"
45,0.5088008518107244,0.5750000000000001,"['emmenagogue', 'thyroprotein', 'kilolitre kiloliter cubic_metre cubic_meter', 'placebo_effect', 'seashore seacoast sea-coast coast', 'penicillin_g benzylpenicillin', 'underwater submersed submerged', 'materiel equipage', 'visayan bisayan', 'ice_floe floe']","['indefinite_integral', 'seattle', 'sioux_falls', 'spike_out spike', 'goose_grease', 'costumier costumer costume_designer', 'shaving-brush_tree pseudobombax_ellipticum', 'zoology fauna', 'jam crush', 'mexitil mexiletine']"
46,0.09144134788443793,0.0944,"['uropsilus genus_uropsilus', 'mantra', 'griffon brussels_griffon belgian_griffon', 'table_service service', 'antediluvian antediluvial', 'skew-whiff awry askew', 'packhorse', 'triaenodon genus_triaenodon', 'humus', 'toy_soldier']","['water_bearer aquarius_the_water_bearer aquarius', 'saturate', 'plate', 'mousy mousey mouselike mouse-colored', 'open-hearth_process', 'soubriquet sobriquet nickname moniker cognomen byname', 'young_turk', 'kekchi', 'downstairs downstair', 'penetrable']"
47,0.2656395631634377,0.2994,"['coquille', 'somniloquy somniloquism sleep_talking', 'sunken_garden', 'rangy', 'necrology', 'judges book_of_judges', 'butyraceous', 'direct_tide', 'gondola_car gondola', 'sole']","['lake_aral aral_sea', 'paper', 'mitre miter', 'leucanthemum genus_leucanthemum', 'wristlet wrist_band', 'smegma', 'pyrus_communis pear_tree pear', 'decrepitation', 'intelligence_operation intelligence_activity intelligence', 'hill']"
48,0.6018303207257877,0.6398,"['bolete', 'lockstitch', 'wild_service_tree sorbus_torminalis', 'subfamily_gerbillinae gerbillinae', 'mouthwash gargle', 'fenestration', 'shaw josh_billings henry_wheeler_shaw', 'woman_chaser wolf skirt_chaser masher', 'balaclava_helmet balaclava', 'centre_stage center_stage']","['cartridge_belt', 'potorous genus_potorous', 'leu', 'adjustable_wrench adjustable_spanner', 'vx_gas', 'round_robin', 'parisian', 'hereditament', 'distributor_housing', 'auxiliary_airfield']"
49,0.4605832444787967,0.5542,"['determine', 'seventh', 'miniature_pinscher', 'petroselinum_crispum_neapolitanum italian_parsley flat-leaf_parsley', 'pogonion', 'grow#', 'game# biz', 'cram_full chuck-full choke-full chockful chockablock chock-full', 'weighting weight', 'hyperglyphe_perciformis black_rudderfish barrelfish']","['creme_brulee', 'swing', 'devisee', 'slender_rush juncus_tenuis', 'tamed tame', 'veneer', 'quilting', 'naval_gun', 'suiting', 'thai tai siamese']"
50,0.13143490681665787,0.1404,"['calypso', 'spanish_capital madrid capital_of_spain', 'ailurophobia', 'egg', 'naming', 'bubble', 'genus_calocedrus calocedrus', 'chrysoberyl', 'innocently', 'king']","['cement', 'sexpot sex_kitten sex_bomb', 'erase delete', 'ciao aloha', 'scolytidae ipidae family_scolytidae family_ipidae', 'mapping chromosome_mapping', 'allen_screw', 'freedom_of_the_seas', 'sailor_boy sailor navy_man bluejacket', 'hit_list']"
51,0.38008759527798575,0.4842,"['psilocybin psilocin', 'three-decker', 'mon', 'excavate', 'fitment', 'wether', 'destruct destroy', 'correlation_matrix', 'kibble', 'visceral_leishmaniasis kala-azar dumdum_fever assam_fever']","['summons summon cite', 'sand_painting', 'thereabouts thereabout', 'nationalization nationalisation', 'tuxedo tux dinner_jacket black_tie', 'abney_level', 'dovishness', 'shot#', 'hysteroscopy', 'robert_browning browning']"
52,0.8069011283973675,0.8122,"['taiwanese min_dialect min hokkianese fukkianese fukien amoy', 'purple_cress cardamine_douglasii', 'taxpayer', 'razorbacked_hog razorback_hog razorback', 'water irrigate', 'cataloguer cataloger', 'mandean mandaean', 'carboxyl_group carboxyl', 'leadership leaders', 'rubicon']","['ukulele uke', 'exomphalos', 'knee-length', 'okapia_johnstoni okapi', 'blintze blintz', 'informal', 'coursework', 'biostatistics biometry biometrics', 'sledgehammer sledge', 'oates joyce_carol_oates']"
53,0.08851334713341685,0.0906,"['costa_rican', 'monumental', 'nosedive', 'beneficiate', 'muscovy', 'automobile_industry', 'attacapan atakapa', 'out-of-the-way off_the_beaten_track', 'stirring', 'intergalactic']","['truth true_statement', 'parity', 'sidon sayda saida', 'workspace', 'interplanetary_space', 'self-seeker opportunist', 'coattail', 'capital', 'garbage_disposal electric_pig disposal', 'mangabey']"
54,0.28977356099845064,0.3292,"['bromelia', 'foreshank', 'drill', 'theatrical_season', 'masticophis genus_masticophis', 'costs', 'tangerine', 'selaginella_eatonii florida_selaginella', 'family_caproidae caproidae', 'spermophilus genus_spermophilus genus_citellus citellus']","['rabat capital_of_morocco', 'doctorfish doctor-fish acanthurus_chirurgus', 'equator', 'genus_dovyalis dovyalis', 'tramp hiking hike', 'corker', 'parmeliaceae family_parmeliaceae', 'resound noise make_noise', 'polar_body', 'execution_of_instrument execution']"
55,0.6224335246694038,0.6518,"['vigilante vigilance_man', 'separation legal_separation', 'virginia_crownbeard verbesina_virginica frostweed frost-weed', 'vaquita phocoena_sinus', 'fulcrum', 'perversion', 'filer', 'tour_de_france', 'elevator_operator', 'lamaist']","['primula_elatior paigle oxlip', 'bertillon_system', 'sandiness', 'florist', 'molar', 'chinese_revolution', 'double_date', 'miscarriage abortion', 'strudel', 'transport']"
56,0.10873122567236712,0.11280000000000001,"['still-hunt ambush', 'latria adoration', 'heft_up heft heave_up heave', 'solution root', 'automotive', 'lexington', 'rasterize', 'anglo-indian', 'hairline', 'antihero']","['mourn', 'perfect_participle past_participle', 'direct', 'tuck pucker gather', 'baa', 'dogmatic', 'matron_of_honor', 'sex-linked', 'surf breakers breaker', 'corkboard']"
